smiles_monomer,smiles_polymer_DP2,smiles_polymer_DP3,smiles_polymer_DP6,smiles_polymer_DP18,num_monomers,mechanism,Glass_Transition,Melt_Temp,Cp_solid_slope,Cp_solid_intercept,Cp_liquid_slope,Cp_liquid_intercept,log10_ElongBreak,YoungMod,Tensile_Strength,Density,log10_Permeability_CH4,log10_Permeability_CO2,log10_Permeability_N2,log10_Permeability_O2,log10_Permeability_H2,log10_Permeability_H2O
O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21.CC(c1ccc(Oc2ccc(-c3ccc(N)cc3)cc2C(F)(F)F)cc1)(c1ccc(Oc2ccc(-c3ccc(N)cc3)cc2C(F)(F)F)cc1)P1(=O)Oc2ccccc2-c2ccccc21,CC(c1ccc(Oc2ccc(-c3ccc(N)cc3)cc2C(F)(F)F)cc1)(c1ccc(Oc2ccc(-c3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)OC7=O)cc5C4=O)cc3)cc2C(F)(F)F)cc1)P1(=O)Oc2ccccc2-c2ccccc21,CC(c1ccc(Oc2ccc(-c3ccc(N)cc3)cc2C(F)(F)F)cc1)(c1ccc(Oc2ccc(-c3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(-c8ccc(Oc9ccc(C(C)(c%10ccc(Oc%11ccc(-c%12ccc(N)cc%12)cc%11C(F)(F)F)cc%10)P%10(=O)Oc%11ccccc%11-c%11ccccc%11%10)cc9)c(C(F)(F)F)c8)cc6)C7=O)cc5C4=O)cc3)cc2C(F)(F)F)cc1)P1(=O)Oc2ccccc2-c2ccccc21,CC(c1ccc(Oc2ccc(-c3ccc(N)cc3)cc2C(F)(F)F)cc1)(c1ccc(Oc2ccc(-c3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(-c8ccc(Oc9ccc(C(C)(c%10ccc(Oc%11ccc(-c%12ccc(N%13C(=O)c%14ccc(Oc%15ccc%16c(c%15)C(=O)N(c%15ccc(-c%17ccc(Oc%18ccc(C(C)(c%19ccc(Oc%20ccc(-c%21ccc(N%22C(=O)c%23ccc(Oc%24ccc%25c(c%24)C(=O)OC%25=O)cc%23C%22=O)cc%21)cc%20C(F)(F)F)cc%19)P%19(=O)Oc%20ccccc%20-c%20ccccc%20%19)cc%18)c(C(F)(F)F)c%17)cc%15)C%16=O)cc%14C%13=O)cc%12)cc%11C(F)(F)F)cc%10)P%10(=O)Oc%11ccccc%11-c%11ccccc%11%10)cc9)c(C(F)(F)F)c8)cc6)C7=O)cc5C4=O)cc3)cc2C(F)(F)F)cc1)P1(=O)Oc2ccccc2-c2ccccc21,CC(c1ccc(Oc2ccc(-c3ccc(N)cc3)cc2C(F)(F)F)cc1)(c1ccc(Oc2ccc(-c3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(-c8ccc(Oc9ccc(C(C)(c%10ccc(Oc%11ccc(-c%12ccc(N%13C(=O)c%14ccc(Oc%15ccc%16c(c%15)C(=O)N(c%15ccc(-c%17ccc(Oc%18ccc(C(C)(c%19ccc(Oc%20ccc(-c%21ccc(N%22C(=O)c%23ccc(Oc%24ccc%25c(c%24)C(=O)N(c%24ccc(-c%26ccc(Oc%27ccc(C(C)(c%28ccc(Oc%29ccc(-c%30ccc(N%31C(=O)c%32ccc(Oc%33ccc%34c(c%33)C(=O)N(c%33ccc(-c%35ccc(Oc%36ccc(C(C)(c%37ccc(Oc%38ccc(-c%39ccc(N%40C(=O)c%41ccc(Oc%42ccc%43c(c%42)C(=O)N(c%42ccc(-c%44ccc(Oc%45ccc(C(C)(c%46ccc(Oc%47ccc(-c%48ccc(N%49C(=O)c%50ccc(Oc%51ccc%52c(c%51)C(=O)N(c%51ccc(-c%53ccc(Oc%54ccc(C(C)(c%55ccc(Oc%56ccc(-c%57ccc(N%58C(=O)c%59ccc(Oc%60ccc%61c(c%60)C(=O)N(c%60ccc(-c%62ccc(Oc%63ccc(C(C)(c%64ccc(Oc%65ccc(-c%66ccc(N%67C(=O)c%68ccc(Oc%69ccc%70c(c%69)C(=O)N(c%69ccc(-c%71ccc(Oc%72ccc(C(C)(c%73ccc(Oc%74ccc(-c%75ccc(N%76C(=O)c%77ccc(Oc%78ccc%79c(c%78)C(=O)OC%79=O)cc%77C%76=O)cc%75)cc%74C(F)(F)F)cc%73)P%73(=O)Oc%74ccccc%74-c%74ccccc%74%73)cc%72)c(C(F)(F)F)c%71)cc%69)C%70=O)cc%68C%67=O)cc%66)cc%65C(F)(F)F)cc%64)P%64(=O)Oc%65ccccc%65-c%65ccccc%65%64)cc%63)c(C(F)(F)F)c%62)cc%60)C%61=O)cc%59C%58=O)cc%57)cc%56C(F)(F)F)cc%55)P%55(=O)Oc%56ccccc%56-c%56ccccc%56%55)cc%54)c(C(F)(F)F)c%53)cc%51)C%52=O)cc%50C%49=O)cc%48)cc%47C(F)(F)F)cc%46)P%46(=O)Oc%47ccccc%47-c%47ccccc%47%46)cc%45)c(C(F)(F)F)c%44)cc%42)C%43=O)cc%41C%40=O)cc%39)cc%38C(F)(F)F)cc%37)P%37(=O)Oc%38ccccc%38-c%38ccccc%38%37)cc%36)c(C(F)(F)F)c%35)cc%33)C%34=O)cc%32C%31=O)cc%30)cc%29C(F)(F)F)cc%28)P%28(=O)Oc%29ccccc%29-c%29ccccc%29%28)cc%27)c(C(F)(F)F)c%26)cc%24)C%25=O)cc%23C%22=O)cc%21)cc%20C(F)(F)F)cc%19)P%19(=O)Oc%20ccccc%20-c%20ccccc%20%19)cc%18)c(C(F)(F)F)c%17)cc%15)C%16=O)cc%14C%13=O)cc%12)cc%11C(F)(F)F)cc%10)P%10(=O)Oc%11ccccc%11-c%11ccccc%11%10)cc9)c(C(F)(F)F)c8)cc6)C7=O)cc5C4=O)cc3)cc2C(F)(F)F)cc1)P1(=O)Oc2ccccc2-c2ccccc21,2,imide,251,,,,,,,,,1.17,,,,,,
C=CSc1ccccc1,CC(CCSc1ccccc1)Sc1ccccc1,c1ccc(SCCCC(CCSc2ccccc2)Sc2ccccc2)cc1,c1ccc(SCCCC(CC(Sc2ccccc2)C(CCC(CCSc2ccccc2)Sc2ccccc2)Sc2ccccc2)Sc2ccccc2)cc1,CC(Sc1ccccc1)C(CC(CC(CCC(Sc1ccccc1)C(CC(CC(CCC(Sc1ccccc1)C(CC(CCC(CC(CC(CC(CC(CC(CCSc1ccccc1)Sc1ccccc1)Sc1ccccc1)Sc1ccccc1)Sc1ccccc1)Sc1ccccc1)Sc1ccccc1)Sc1ccccc1)Sc1ccccc1)Sc1ccccc1)Sc1ccccc1)Sc1ccccc1)Sc1ccccc1)Sc1ccccc1)Sc1ccccc1,1,vinyl,112.85,,,,,,,,,1.15,,,,,,
OCCOCCO.O=C(O)c1cccc(C(=O)O)c1,O=C(O)c1cccc(C(=O)OCCOCCO)c1,O=C(OCCOCCO)c1cccc(C(=O)OCCOCCO)c1,O=C(O)c1cccc(C(=O)OCCOCCOC(=O)c2cccc(C(=O)OCCOCCOC(=O)c3cccc(C(=O)OCCOCCO)c3)c2)c1,O=C(O)c1cccc(C(=O)OCCOCCOC(=O)c2cccc(C(=O)OCCOCCOC(=O)c3cccc(C(=O)OCCOCCOC(=O)c4cccc(C(=O)OCCOCCOC(=O)c5cccc(C(=O)OCCOCCOC(=O)c6cccc(C(=O)OCCOCCOC(=O)c7cccc(C(=O)OCCOCCOC(=O)c8cccc(C(=O)OCCOCCOC(=O)c9cccc(C(=O)OCCOCCO)c9)c8)c7)c6)c5)c4)c3)c2)c1,2,ester,16,72.5,,,,,,,,1.315,,,,,,
OCCCO.O=C(O)CCCCC(=O)O,O=C(O)CCCCC(=O)OCCCO,O=C(O)CCCCC(=O)OCCCOC(=O)CCCCC(=O)O,O=C(O)CCCCC(=O)OCCCOC(=O)CCCCC(=O)OCCCOC(=O)CCCCC(=O)OCCCO,O=C(O)CCCCC(=O)OCCCOC(=O)CCCCC(=O)OCCCOC(=O)CCCCC(=O)OCCCOC(=O)CCCCC(=O)OCCCOC(=O)CCCCC(=O)OCCCOC(=O)CCCCC(=O)OCCCOC(=O)CCCCC(=O)OCCCOC(=O)CCCCC(=O)OCCCOC(=O)CCCCC(=O)OCCCO,2,ester,-56.06,39.5,,,,,2.685741739,,-44,1.27,,,,,,
Nc1ccc(C(c2ccc(N)cc2)c2ccc(O)cc2)cc1.O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21,Nc1ccc(C(c2ccc(O)cc2)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)OC6=O)cc4C3=O)cc2)cc1,Nc1ccc(C(c2ccc(O)cc2)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(C(c7ccc(N)cc7)c7ccc(O)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,Nc1ccc(C(c2ccc(O)cc2)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(C(c7ccc(O)cc7)c7ccc(N8C(=O)c9ccc(Oc%10ccc%11c(c%10)C(=O)N(c%10ccc(C(c%12ccc(O)cc%12)c%12ccc(N%13C(=O)c%14ccc(Oc%15ccc%16c(c%15)C(=O)OC%16=O)cc%14C%13=O)cc%12)cc%10)C%11=O)cc9C8=O)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,Nc1ccc(C(c2ccc(O)cc2)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(C(c7ccc(O)cc7)c7ccc(N8C(=O)c9ccc(Oc%10ccc%11c(c%10)C(=O)N(c%10ccc(C(c%12ccc(O)cc%12)c%12ccc(N%13C(=O)c%14ccc(Oc%15ccc%16c(c%15)C(=O)N(c%15ccc(C(c%17ccc(O)cc%17)c%17ccc(N%18C(=O)c%19ccc(Oc%20ccc%21c(c%20)C(=O)N(c%20ccc(C(c%22ccc(O)cc%22)c%22ccc(N%23C(=O)c%24ccc(Oc%25ccc%26c(c%25)C(=O)N(c%25ccc(C(c%27ccc(O)cc%27)c%27ccc(N%28C(=O)c%29ccc(Oc%30ccc%31c(c%30)C(=O)N(c%30ccc(C(c%32ccc(O)cc%32)c%32ccc(N%33C(=O)c%34ccc(Oc%35ccc%36c(c%35)C(=O)N(c%35ccc(C(c%37ccc(O)cc%37)c%37ccc(N%38C(=O)c%39ccc(Oc%40ccc%41c(c%40)C(=O)N(c%40ccc(C(c%42ccc(O)cc%42)c%42ccc(N%43C(=O)c%44ccc(Oc%45ccc%46c(c%45)C(=O)OC%46=O)cc%44C%43=O)cc%42)cc%40)C%41=O)cc%39C%38=O)cc%37)cc%35)C%36=O)cc%34C%33=O)cc%32)cc%30)C%31=O)cc%29C%28=O)cc%27)cc%25)C%26=O)cc%24C%23=O)cc%22)cc%20)C%21=O)cc%19C%18=O)cc%17)cc%15)C%16=O)cc%14C%13=O)cc%12)cc%10)C%11=O)cc9C8=O)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,2,imide,278,,,,,,,,,1.28,,,,,,
Nc1ccc(Sc2ccc(N)cc2)cc1.O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(Sc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)OC6=O)cc4C3=O)cc2)cc1,Nc1ccc(Sc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(Sc7ccc(N)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,Nc1ccc(Sc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(Sc7ccc(N8C(=O)c9ccc(C(=O)c%10ccc%11c(c%10)C(=O)N(c%10ccc(Sc%12ccc(N%13C(=O)c%14ccc(C(=O)c%15ccc%16c(c%15)C(=O)OC%16=O)cc%14C%13=O)cc%12)cc%10)C%11=O)cc9C8=O)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,Nc1ccc(Sc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(Sc7ccc(N8C(=O)c9ccc(C(=O)c%10ccc%11c(c%10)C(=O)N(c%10ccc(Sc%12ccc(N%13C(=O)c%14ccc(C(=O)c%15ccc%16c(c%15)C(=O)N(c%15ccc(Sc%17ccc(N%18C(=O)c%19ccc(C(=O)c%20ccc%21c(c%20)C(=O)N(c%20ccc(Sc%22ccc(N%23C(=O)c%24ccc(C(=O)c%25ccc%26c(c%25)C(=O)N(c%25ccc(Sc%27ccc(N%28C(=O)c%29ccc(C(=O)c%30ccc%31c(c%30)C(=O)N(c%30ccc(Sc%32ccc(N%33C(=O)c%34ccc(C(=O)c%35ccc%36c(c%35)C(=O)N(c%35ccc(Sc%37ccc(N%38C(=O)c%39ccc(C(=O)c%40ccc%41c(c%40)C(=O)N(c%40ccc(Sc%42ccc(N%43C(=O)c%44ccc(C(=O)c%45ccc%46c(c%45)C(=O)OC%46=O)cc%44C%43=O)cc%42)cc%40)C%41=O)cc%39C%38=O)cc%37)cc%35)C%36=O)cc%34C%33=O)cc%32)cc%30)C%31=O)cc%29C%28=O)cc%27)cc%25)C%26=O)cc%24C%23=O)cc%22)cc%20)C%21=O)cc%19C%18=O)cc%17)cc%15)C%16=O)cc%14C%13=O)cc%12)cc%10)C%11=O)cc9C8=O)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,2,imide,276,,,,,,,,,1.37755,,,,,,
C=COCC(C)C,CC(C)COCCCCOCC(C)C,CC(C)COC(C)CC(OCC(C)C)C(C)OCC(C)C,CC(C)COCCCC(OCC(C)C)C(CCC(CC(CCOCC(C)C)OCC(C)C)OCC(C)C)OCC(C)C,CC(C)COCCCC(CC(OCC(C)C)C(CC(CCC(OCC(C)C)C(CCC(OCC(C)C)C(CC(CC(CC(CCC(CC(OCC(C)C)C(CCC(OCC(C)C)C(CCCOCC(C)C)OCC(C)C)OCC(C)C)OCC(C)C)OCC(C)C)OCC(C)C)OCC(C)C)OCC(C)C)OCC(C)C)OCC(C)C)OCC(C)C)OCC(C)C,1,vinyl,-18.825,141,,,,,,,,0.915,,,,,,
Nc1ccc(Oc2ccc(N)cc2)cc1.O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,Nc1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)OC6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,Nc1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(N)cc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,Nc1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(N8C(=O)c9ccc(C(c%10ccc%11c(c%10)C(=O)N(c%10ccc(Oc%12ccc(N%13C(=O)c%14ccc(C(c%15ccc%16c(c%15)C(=O)OC%16=O)(C(F)(F)F)C(F)(F)F)cc%14C%13=O)cc%12)cc%10)C%11=O)(C(F)(F)F)C(F)(F)F)cc9C8=O)cc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,Nc1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(N8C(=O)c9ccc(C(c%10ccc%11c(c%10)C(=O)N(c%10ccc(Oc%12ccc(N%13C(=O)c%14ccc(C(c%15ccc%16c(c%15)C(=O)N(c%15ccc(Oc%17ccc(N%18C(=O)c%19ccc(C(c%20ccc%21c(c%20)C(=O)N(c%20ccc(Oc%22ccc(N%23C(=O)c%24ccc(C(c%25ccc%26c(c%25)C(=O)N(c%25ccc(Oc%27ccc(N%28C(=O)c%29ccc(C(c%30ccc%31c(c%30)C(=O)N(c%30ccc(Oc%32ccc(N%33C(=O)c%34ccc(C(c%35ccc%36c(c%35)C(=O)N(c%35ccc(Oc%37ccc(N%38C(=O)c%39ccc(C(c%40ccc%41c(c%40)C(=O)N(c%40ccc(Oc%42ccc(N%43C(=O)c%44ccc(C(c%45ccc%46c(c%45)C(=O)OC%46=O)(C(F)(F)F)C(F)(F)F)cc%44C%43=O)cc%42)cc%40)C%41=O)(C(F)(F)F)C(F)(F)F)cc%39C%38=O)cc%37)cc%35)C%36=O)(C(F)(F)F)C(F)(F)F)cc%34C%33=O)cc%32)cc%30)C%31=O)(C(F)(F)F)C(F)(F)F)cc%29C%28=O)cc%27)cc%25)C%26=O)(C(F)(F)F)C(F)(F)F)cc%24C%23=O)cc%22)cc%20)C%21=O)(C(F)(F)F)C(F)(F)F)cc%19C%18=O)cc%17)cc%15)C%16=O)(C(F)(F)F)C(F)(F)F)cc%14C%13=O)cc%12)cc%10)C%11=O)(C(F)(F)F)C(F)(F)F)cc9C8=O)cc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,2,imide,294,,,,,,1.079181246,1820,113.5,1.4275,-0.5428753737,1.130333768,-0.2502636844,0.6344772702,1.665580991,
Nc1ccc(Cc2ccc(N)cc2)cc1.O=C1OC(=O)c2cc(Oc3ccc(Oc4ccc5c(c4)C(=O)OC5=O)cc3)ccc21,Nc1ccc(Cc2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)OC7=O)cc5)cc4C3=O)cc2)cc1,Nc1ccc(Cc2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(Cc8ccc(N)cc8)cc6)C7=O)cc5)cc4C3=O)cc2)cc1,Nc1ccc(Cc2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(Cc8ccc(N9C(=O)c%10ccc(Oc%11ccc(Oc%12ccc%13c(c%12)C(=O)N(c%12ccc(Cc%14ccc(N%15C(=O)c%16ccc(Oc%17ccc(Oc%18ccc%19c(c%18)C(=O)OC%19=O)cc%17)cc%16C%15=O)cc%14)cc%12)C%13=O)cc%11)cc%10C9=O)cc8)cc6)C7=O)cc5)cc4C3=O)cc2)cc1,Nc1ccc(Cc2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(Cc8ccc(N9C(=O)c%10ccc(Oc%11ccc(Oc%12ccc%13c(c%12)C(=O)N(c%12ccc(Cc%14ccc(N%15C(=O)c%16ccc(Oc%17ccc(Oc%18ccc%19c(c%18)C(=O)N(c%18ccc(Cc%20ccc(N%21C(=O)c%22ccc(Oc%23ccc(Oc%24ccc%25c(c%24)C(=O)N(c%24ccc(Cc%26ccc(N%27C(=O)c%28ccc(Oc%29ccc(Oc%30ccc%31c(c%30)C(=O)N(c%30ccc(Cc%32ccc(N%33C(=O)c%34ccc(Oc%35ccc(Oc%36ccc%37c(c%36)C(=O)N(c%36ccc(Cc%38ccc(N%39C(=O)c%40ccc(Oc%41ccc(Oc%42ccc%43c(c%42)C(=O)N(c%42ccc(Cc%44ccc(N%45C(=O)c%46ccc(Oc%47ccc(Oc%48ccc%49c(c%48)C(=O)N(c%48ccc(Cc%50ccc(N%51C(=O)c%52ccc(Oc%53ccc(Oc%54ccc%55c(c%54)C(=O)OC%55=O)cc%53)cc%52C%51=O)cc%50)cc%48)C%49=O)cc%47)cc%46C%45=O)cc%44)cc%42)C%43=O)cc%41)cc%40C%39=O)cc%38)cc%36)C%37=O)cc%35)cc%34C%33=O)cc%32)cc%30)C%31=O)cc%29)cc%28C%27=O)cc%26)cc%24)C%25=O)cc%23)cc%22C%21=O)cc%20)cc%18)C%19=O)cc%17)cc%16C%15=O)cc%14)cc%12)C%13=O)cc%11)cc%10C9=O)cc8)cc6)C7=O)cc5)cc4C3=O)cc2)cc1,2,imide,259,,,,,,,,,1.334,,,-1.443697499,-0.616184634,0.7058637123,
O=C(O)c1ccc(C(c2ccc(C(=O)O)cc2)(C(F)(F)F)C(F)(F)F)cc1.CC(C)(C)c1cc(C(C)(C)C)c(Oc2ccc(N(c3ccc(N)cc3)c3ccc(N)cc3)cc2)c(C(C)(C)C)c1,CC(C)(C)c1cc(C(C)(C)C)c(Oc2ccc(N(c3ccc(N)cc3)c3ccc(NC(=O)c4ccc(C(c5ccc(C(=O)O)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)c(C(C)(C)C)c1,CC(C)(C)c1cc(C(C)(C)C)c(Oc2ccc(N(c3ccc(NC(=O)c4ccc(C(c5ccc(C(=O)O)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)c3ccc(NC(=O)c4ccc(C(c5ccc(C(=O)O)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)c(C(C)(C)C)c1,CC(C)(C)c1cc(C(C)(C)C)c(Oc2ccc(N(c3ccc(N)cc3)c3ccc(NC(=O)c4ccc(C(c5ccc(C(=O)Nc6ccc(N(c7ccc(NC(=O)c8ccc(C(c9ccc(C(=O)Nc%10ccc(N(c%11ccc(NC(=O)c%12ccc(C(c%13ccc(C(=O)O)cc%13)(C(F)(F)F)C(F)(F)F)cc%12)cc%11)c%11ccc(Oc%12c(C(C)(C)C)cc(C(C)(C)C)cc%12C(C)(C)C)cc%11)cc%10)cc9)(C(F)(F)F)C(F)(F)F)cc8)cc7)c7ccc(Oc8c(C(C)(C)C)cc(C(C)(C)C)cc8C(C)(C)C)cc7)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)c(C(C)(C)C)c1,CC(C)(C)c1cc(C(C)(C)C)c(Oc2ccc(N(c3ccc(N)cc3)c3ccc(NC(=O)c4ccc(C(c5ccc(C(=O)Nc6ccc(N(c7ccc(NC(=O)c8ccc(C(c9ccc(C(=O)Nc%10ccc(N(c%11ccc(NC(=O)c%12ccc(C(c%13ccc(C(=O)Nc%14ccc(N(c%15ccc(NC(=O)c%16ccc(C(c%17ccc(C(=O)Nc%18ccc(N(c%19ccc(NC(=O)c%20ccc(C(c%21ccc(C(=O)Nc%22ccc(N(c%23ccc(NC(=O)c%24ccc(C(c%25ccc(C(=O)Nc%26ccc(N(c%27ccc(NC(=O)c%28ccc(C(c%29ccc(C(=O)Nc%30ccc(N(c%31ccc(NC(=O)c%32ccc(C(c%33ccc(C(=O)Nc%34ccc(N(c%35ccc(NC(=O)c%36ccc(C(c%37ccc(C(=O)O)cc%37)(C(F)(F)F)C(F)(F)F)cc%36)cc%35)c%35ccc(Oc%36c(C(C)(C)C)cc(C(C)(C)C)cc%36C(C)(C)C)cc%35)cc%34)cc%33)(C(F)(F)F)C(F)(F)F)cc%32)cc%31)c%31ccc(Oc%32c(C(C)(C)C)cc(C(C)(C)C)cc%32C(C)(C)C)cc%31)cc%30)cc%29)(C(F)(F)F)C(F)(F)F)cc%28)cc%27)c%27ccc(Oc%28c(C(C)(C)C)cc(C(C)(C)C)cc%28C(C)(C)C)cc%27)cc%26)cc%25)(C(F)(F)F)C(F)(F)F)cc%24)cc%23)c%23ccc(Oc%24c(C(C)(C)C)cc(C(C)(C)C)cc%24C(C)(C)C)cc%23)cc%22)cc%21)(C(F)(F)F)C(F)(F)F)cc%20)cc%19)c%19ccc(Oc%20c(C(C)(C)C)cc(C(C)(C)C)cc%20C(C)(C)C)cc%19)cc%18)cc%17)(C(F)(F)F)C(F)(F)F)cc%16)cc%15)c%15ccc(Oc%16c(C(C)(C)C)cc(C(C)(C)C)cc%16C(C)(C)C)cc%15)cc%14)cc%13)(C(F)(F)F)C(F)(F)F)cc%12)cc%11)c%11ccc(Oc%12c(C(C)(C)C)cc(C(C)(C)C)cc%12C(C)(C)C)cc%11)cc%10)cc9)(C(F)(F)F)C(F)(F)F)cc8)cc7)c7ccc(Oc8c(C(C)(C)C)cc(C(C)(C)C)cc8C(C)(C)C)cc7)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)c(C(C)(C)C)c1,2,amide,271,,,,,,0.84509804,1710,,1.15,0.5051499783,2.075546961,0.4771212547,1.462397998,,
