smiles_monomer,smiles_polymer_DP2,smiles_polymer_DP3,smiles_polymer_DP6,smiles_polymer_DP18,num_monomers,mechanism,Glass_Transition,Melt_Temp,Cp_solid_slope,Cp_solid_intercept,Cp_liquid_slope,Cp_liquid_intercept,log10_ElongBreak,YoungMod,Tensile_Strength,Density,log10_Permeability_CH4,log10_Permeability_CO2,log10_Permeability_N2,log10_Permeability_O2,log10_Permeability_H2,log10_Permeability_H2O
OCCCO.O=C(O)CCCCCCCCCCCCCCCCC(=O)O,O=C(O)CCCCCCCCCCCCCCCCC(=O)OCCCO,O=C(CCCCCCCCCCCCCCCCC(=O)OCCCO)OCCCO,O=C(O)CCCCCCCCCCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCCCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCCCCCCCCCC(=O)OCCCO,O=C(O)CCCCCCCCCCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCCCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCCCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCCCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCCCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCCCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCCCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCCCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCCCCCCCCCC(=O)OCCCO,2,ester,,75.5,,,,,,,,1.06,,,,,,
Cc1cc(C)c(N)c(C)c1N.O=c1oc(=O)c2c1c(-c1ccccc1)c1ccc3c4c(=O)oc(=O)c4c(-c4ccccc4)c4ccc2c1c43,Cc1cc(C)c(N2c(=O)c3c(-c4ccccc4)c4ccc5c6c(=O)oc(=O)c6c(-c6ccccc6)c6ccc(c3c2=O)c4c65)c(C)c1N,Cc1cc(C)c(N2c(=O)c3c(-c4ccccc4)c4ccc5c6c(=O)n(-c7c(C)cc(C)c(N)c7C)c(=O)c6c(-c6ccccc6)c6ccc(c3c2=O)c4c65)c(C)c1N,Cc1cc(C)c(-n2c(=O)c3c(-c4ccccc4)c4ccc5c6c(=O)n(-c7c(C)cc(C)c(-n8c(=O)c9c(-c%10ccccc%10)c%10ccc%11c%12c(=O)n(-c%13c(C)cc(C)c(N%14c(=O)c%15c(-c%16ccccc%16)c%16ccc%17c%18c(=O)oc(=O)c%18c(-c%18ccccc%18)c%18ccc(c%15c%14=O)c%16c%18%17)c%13C)c(=O)c%12c(-c%12ccccc%12)c%12ccc(c9c8=O)c%10c%12%11)c7C)c(=O)c6c(-c6ccccc6)c6ccc(c3c2=O)c4c65)c(C)c1N,Cc1cc(C)c(-n2c(=O)c3c(-c4ccccc4)c4ccc5c6c(=O)n(-c7c(C)cc(C)c(-n8c(=O)c9c(-c%10ccccc%10)c%10ccc%11c%12c(=O)n(-c%13c(C)cc(C)c(-n%14c(=O)c%15c(-c%16ccccc%16)c%16ccc%17c%18c(=O)n(-c%19c(C)cc(C)c(-n%20c(=O)c%21c(-c%22ccccc%22)c%22ccc%23c%24c(=O)n(-c%25c(C)cc(C)c(-n%26c(=O)c%27c(-c%28ccccc%28)c%28ccc%29c%30c(=O)n(-c%31c(C)cc(C)c(-n%32c(=O)c%33c(-c%34ccccc%34)c%34ccc%35c%36c(=O)n(-c%37c(C)cc(C)c(-n%38c(=O)c%39c(-c%40ccccc%40)c%40ccc%41c%42c(=O)n(-c%43c(C)cc(C)c(-n%44c(=O)c%45c(-c%46ccccc%46)c%46ccc%47c%48c(=O)n(-c%49c(C)cc(C)c(N%50c(=O)c%51c(-c%52ccccc%52)c%52ccc%53c%54c(=O)oc(=O)c%54c(-c%54ccccc%54)c%54ccc(c%51c%50=O)c%52c%54%53)c%49C)c(=O)c%48c(-c%48ccccc%48)c%48ccc(c%45c%44=O)c%46c%48%47)c%43C)c(=O)c%42c(-c%42ccccc%42)c%42ccc(c%39c%38=O)c%40c%42%41)c%37C)c(=O)c%36c(-c%36ccccc%36)c%36ccc(c%33c%32=O)c%34c%36%35)c%31C)c(=O)c%30c(-c%30ccccc%30)c%30ccc(c%27c%26=O)c%28c%30%29)c%25C)c(=O)c%24c(-c%24ccccc%24)c%24ccc(c%21c%20=O)c%22c%24%23)c%19C)c(=O)c%18c(-c%18ccccc%18)c%18ccc(c%15c%14=O)c%16c%18%17)c%13C)c(=O)c%12c(-c%12ccccc%12)c%12ccc(c9c8=O)c%10c%12%11)c7C)c(=O)c6c(-c6ccccc6)c6ccc(c3c2=O)c4c65)c(C)c1N,2,imide,,,,,,,,,,1.15,2.033423755,3.204119983,1.86332286,2.447158031,,
C=CC#N.C=C(Cl)Cl,CC(C#N)C(C)(Cl)Cl,CC(Cl)(Cl)C(Cl)(Cl)CCCC#N,CC(C#N)CC(C#N)C(C#N)CC(C#N)CC(C#N)CC(C)(Cl)Cl,CC(C#N)C(Cl)(Cl)CC(Cl)(Cl)CC(Cl)(Cl)CCC(C#N)CC(C#N)CC(Cl)(Cl)CC(Cl)(Cl)C(C#N)CCC(Cl)(Cl)CC(Cl)(Cl)C(Cl)(Cl)CC(Cl)(Cl)CC(Cl)(Cl)CC(C#N)CCC(Cl)(Cl)C(C#N)CCCC#N,2,vinyl,,,,,,,,,,1.34,,,,,,
O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21.Nc1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(N)cc7)cc6C(F)(F)F)cc5)c5ccccc5-c5ccccc54)cc3)c(C(F)(F)F)c2)cc1,Nc1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(N8C(=O)c9ccc(C(c%10ccc%11c(c%10)C(=O)OC%11=O)(C(F)(F)F)C(F)(F)F)cc9C8=O)cc7)cc6C(F)(F)F)cc5)c5ccccc5-c5ccccc54)cc3)c(C(F)(F)F)c2)cc1,Nc1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(N8C(=O)c9ccc(C(c%10ccc%11c(c%10)C(=O)N(c%10ccc(-c%12ccc(Oc%13ccc(C%14(c%15ccc(Oc%16ccc(-c%17ccc(N)cc%17)cc%16C(F)(F)F)cc%15)c%15ccccc%15-c%15ccccc%15%14)cc%13)c(C(F)(F)F)c%12)cc%10)C%11=O)(C(F)(F)F)C(F)(F)F)cc9C8=O)cc7)cc6C(F)(F)F)cc5)c5ccccc5-c5ccccc54)cc3)c(C(F)(F)F)c2)cc1,Nc1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(N8C(=O)c9ccc(C(c%10ccc%11c(c%10)C(=O)N(c%10ccc(-c%12ccc(Oc%13ccc(C%14(c%15ccc(Oc%16ccc(-c%17ccc(N%18C(=O)c%19ccc(C(c%20ccc%21c(c%20)C(=O)N(c%20ccc(-c%22ccc(Oc%23ccc(C%24(c%25ccc(Oc%26ccc(-c%27ccc(N%28C(=O)c%29ccc(C(c%30ccc%31c(c%30)C(=O)OC%31=O)(C(F)(F)F)C(F)(F)F)cc%29C%28=O)cc%27)cc%26C(F)(F)F)cc%25)c%25ccccc%25-c%25ccccc%25%24)cc%23)c(C(F)(F)F)c%22)cc%20)C%21=O)(C(F)(F)F)C(F)(F)F)cc%19C%18=O)cc%17)cc%16C(F)(F)F)cc%15)c%15ccccc%15-c%15ccccc%15%14)cc%13)c(C(F)(F)F)c%12)cc%10)C%11=O)(C(F)(F)F)C(F)(F)F)cc9C8=O)cc7)cc6C(F)(F)F)cc5)c5ccccc5-c5ccccc54)cc3)c(C(F)(F)F)c2)cc1,Nc1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(N8C(=O)c9ccc(C(c%10ccc%11c(c%10)C(=O)N(c%10ccc(-c%12ccc(Oc%13ccc(C%14(c%15ccc(Oc%16ccc(-c%17ccc(N%18C(=O)c%19ccc(C(c%20ccc%21c(c%20)C(=O)N(c%20ccc(-c%22ccc(Oc%23ccc(C%24(c%25ccc(Oc%26ccc(-c%27ccc(N%28C(=O)c%29ccc(C(c%30ccc%31c(c%30)C(=O)N(c%30ccc(-c%32ccc(Oc%33ccc(C%34(c%35ccc(Oc%36ccc(-c%37ccc(N%38C(=O)c%39ccc(C(c%40ccc%41c(c%40)C(=O)N(c%40ccc(-c%42ccc(Oc%43ccc(C%44(c%45ccc(Oc%46ccc(-c%47ccc(N%48C(=O)c%49ccc(C(c%50ccc%51c(c%50)C(=O)N(c%50ccc(-c%52ccc(Oc%53ccc(C%54(c%55ccc(Oc%56ccc(-c%57ccc(N%58C(=O)c%59ccc(C(c%60ccc%61c(c%60)C(=O)N(c%60ccc(-c%62ccc(Oc%63ccc(C%64(c%65ccc(Oc%66ccc(-c%67ccc(N%68C(=O)c%69ccc(C(c%70ccc%71c(c%70)C(=O)N(c%70ccc(-c%72ccc(Oc%73ccc(C%74(c%75ccc(Oc%76ccc(-c%77ccc(N%78C(=O)c%79ccc(C(c%80ccc%81c(c%80)C(=O)N(c%80ccc(-c%82ccc(Oc%83ccc(C%84(c%85ccc(Oc%86ccc(-c%87ccc(N%88C(=O)c%89ccc(C(c%90ccc%91c(c%90)C(=O)OC%91=O)(C(F)(F)F)C(F)(F)F)cc%89C%88=O)cc%87)cc%86C(F)(F)F)cc%85)c%85ccccc%85-c%85ccccc%85%84)cc%83)c(C(F)(F)F)c%82)cc%80)C%81=O)(C(F)(F)F)C(F)(F)F)cc%79C%78=O)cc%77)cc%76C(F)(F)F)cc%75)c%75ccccc%75-c%75ccccc%75%74)cc%73)c(C(F)(F)F)c%72)cc%70)C%71=O)(C(F)(F)F)C(F)(F)F)cc%69C%68=O)cc%67)cc%66C(F)(F)F)cc%65)c%65ccccc%65-c%65ccccc%65%64)cc%63)c(C(F)(F)F)c%62)cc%60)C%61=O)(C(F)(F)F)C(F)(F)F)cc%59C%58=O)cc%57)cc%56C(F)(F)F)cc%55)c%55ccccc%55-c%55ccccc%55%54)cc%53)c(C(F)(F)F)c%52)cc%50)C%51=O)(C(F)(F)F)C(F)(F)F)cc%49C%48=O)cc%47)cc%46C(F)(F)F)cc%45)c%45ccccc%45-c%45ccccc%45%44)cc%43)c(C(F)(F)F)c%42)cc%40)C%41=O)(C(F)(F)F)C(F)(F)F)cc%39C%38=O)cc%37)cc%36C(F)(F)F)cc%35)c%35ccccc%35-c%35ccccc%35%34)cc%33)c(C(F)(F)F)c%32)cc%30)C%31=O)(C(F)(F)F)C(F)(F)F)cc%29C%28=O)cc%27)cc%26C(F)(F)F)cc%25)c%25ccccc%25-c%25ccccc%25%24)cc%23)c(C(F)(F)F)c%22)cc%20)C%21=O)(C(F)(F)F)C(F)(F)F)cc%19C%18=O)cc%17)cc%16C(F)(F)F)cc%15)c%15ccccc%15-c%15ccccc%15%14)cc%13)c(C(F)(F)F)c%12)cc%10)C%11=O)(C(F)(F)F)C(F)(F)F)cc9C8=O)cc7)cc6C(F)(F)F)cc5)c5ccccc5-c5ccccc54)cc3)c(C(F)(F)F)c2)cc1,2,imide,292.5,,,,,,0.8129133566,1960,93,1.12,0.04139268516,1.846955325,0.2552725051,1.222716471,,
O=C=NCCCCCCN=C=O.OCCOCCOCCOCCO,O=C=NCCCCCCNC(=O)OCCOCCOCCOCCO,O=C(NCCCCCCNC(=O)OCCOCCOCCOCCO)OCCOCCOCCOCCO,O=C=NCCCCCCNC(=O)OCCOCCOCCOCCOC(=O)NCCCCCCNC(=O)OCCOCCOCCOCCOC(=O)NCCCCCCNC(=O)OCCOCCOCCOCCO,O=C=NCCCCCCNC(=O)OCCOCCOCCOCCOC(=O)NCCCCCCNC(=O)OCCOCCOCCOCCOC(=O)NCCCCCCNC(=O)OCCOCCOCCOCCOC(=O)NCCCCCCNC(=O)OCCOCCOCCOCCOC(=O)NCCCCCCNC(=O)OCCOCCOCCOCCOC(=O)NCCCCCCNC(=O)OCCOCCOCCOCCOC(=O)NCCCCCCNC(=O)OCCOCCOCCOCCOC(=O)NCCCCCCNC(=O)OCCOCCOCCOCCOC(=O)NCCCCCCNC(=O)OCCOCCOCCOCCO,2,urethane,-23.075,,,,,,,,,1.22,,,,,,
C=CC(C)C,CC(C)C(C)C(C)C(C)C,CC(C)C(C)CC(C(C)C)C(C)C(C)C,CC(C)CCC(CCC(C(C)C)C(CC(CC(C)C(C)C)C(C)C)C(C)C)C(C)C,CC(C)CCCC(C(C)C)C(CCC(CC(CC(C(C)C)C(CCC(CC(C(C)C)C(CC(CC(CCC(CC(CC(C(C)C)C(CCC(C(C)C)C(C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C,1,vinyl,50,,,,,,,,,0.9,,,,,,
C=CCCCCCCCC,CCCCCCCCCCC(C)CCCCCCCC,CCCCCCCCCCCC(CCCCCCCC)C(C)CCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CCC(CCCCCCCC)CC(CCCCCCCC)CC(CCCCCCCC)C(C)CCCCCCCC,CCCCCCCCCCCC(CCCCCCCC)CC(CCCCCCCC)CC(CCCCCCCC)CC(CCCCCCCC)CC(CCCCCCCC)C(CCCCCCCC)CC(CCCCCCCC)CC(CCCCCCCC)CC(CCCCCCCC)CC(CCCCCCCC)CCC(CCCCCCCC)CC(CCCCCCCC)CC(CCCCCCCC)C(CCCCCCCC)CCC(CCCCCCCC)CC(CCCCCCCC)C(C)CCCCCCCC,1,vinyl,-38,34.5,,,,,,,,0.871,,,,,,
C=CC(=O)Nc1ccccc1,CC(C(=O)Nc1ccccc1)C(C)C(=O)Nc1ccccc1,CC(CC(C(=O)Nc1ccccc1)C(C)C(=O)Nc1ccccc1)C(=O)Nc1ccccc1,CC(CC(C(=O)Nc1ccccc1)C(CCC(C(=O)Nc1ccccc1)C(CCCC(=O)Nc1ccccc1)C(=O)Nc1ccccc1)C(=O)Nc1ccccc1)C(=O)Nc1ccccc1,CC(CC(C(=O)Nc1ccccc1)C(CCC(C(=O)Nc1ccccc1)C(CC(CC(CC(CC(CC(CCC(C(=O)Nc1ccccc1)C(CCC(C(=O)Nc1ccccc1)C(CC(CCC(CC(CCC(=O)Nc1ccccc1)C(=O)Nc1ccccc1)C(=O)Nc1ccccc1)C(=O)Nc1ccccc1)C(=O)Nc1ccccc1)C(=O)Nc1ccccc1)C(=O)Nc1ccccc1)C(=O)Nc1ccccc1)C(=O)Nc1ccccc1)C(=O)Nc1ccccc1)C(=O)Nc1ccccc1)C(=O)Nc1ccccc1)C(=O)Nc1ccccc1)C(=O)Nc1ccccc1,1,vinyl,,,,,,,,,,1.145,,,,,,
C=COC(=O)CC,CCC(=O)OCCC(C)OC(=O)CC,CCC(=O)OCCCC(CCOC(=O)CC)OC(=O)CC,CCC(=O)OCCC(CCC(CC(CC(OC(=O)CC)C(C)OC(=O)CC)OC(=O)CC)OC(=O)CC)OC(=O)CC,CCC(=O)OCCC(CCC(OC(=O)CC)C(CCC(CC(OC(=O)CC)C(CC(CCC(CC(OC(=O)CC)C(CC(CC(CC(CCC(OC(=O)CC)C(CC(CC(C)OC(=O)CC)OC(=O)CC)OC(=O)CC)OC(=O)CC)OC(=O)CC)OC(=O)CC)OC(=O)CC)OC(=O)CC)OC(=O)CC)OC(=O)CC)OC(=O)CC)OC(=O)CC)OC(=O)CC,1,vinyl,9.85,,,,,,,,,1.115,,,,,,
Nc1ccc(Sc2ccc(N)cc2)cc1.O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,Nc1ccc(Sc2ccc(N3c(=O)c4cc5c(=O)oc(=O)c5cc4c3=O)cc2)cc1,Nc1ccc(Sc2ccc(N3c(=O)c4cc5c(=O)n(-c6ccc(Sc7ccc(N)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,Nc1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Sc7ccc(-n8c(=O)c9cc%10c(=O)n(-c%11ccc(Sc%12ccc(N%13c(=O)c%14cc%15c(=O)oc(=O)c%15cc%14c%13=O)cc%12)cc%11)c(=O)c%10cc9c8=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,Nc1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Sc7ccc(-n8c(=O)c9cc%10c(=O)n(-c%11ccc(Sc%12ccc(-n%13c(=O)c%14cc%15c(=O)n(-c%16ccc(Sc%17ccc(-n%18c(=O)c%19cc%20c(=O)n(-c%21ccc(Sc%22ccc(-n%23c(=O)c%24cc%25c(=O)n(-c%26ccc(Sc%27ccc(-n%28c(=O)c%29cc%30c(=O)n(-c%31ccc(Sc%32ccc(-n%33c(=O)c%34cc%35c(=O)n(-c%36ccc(Sc%37ccc(-n%38c(=O)c%39cc%40c(=O)n(-c%41ccc(Sc%42ccc(N%43c(=O)c%44cc%45c(=O)oc(=O)c%45cc%44c%43=O)cc%42)cc%41)c(=O)c%40cc%39c%38=O)cc%37)cc%36)c(=O)c%35cc%34c%33=O)cc%32)cc%31)c(=O)c%30cc%29c%28=O)cc%27)cc%26)c(=O)c%25cc%24c%23=O)cc%22)cc%21)c(=O)c%20cc%19c%18=O)cc%17)cc%16)c(=O)c%15cc%14c%13=O)cc%12)cc%11)c(=O)c%10cc9c8=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,2,imide,,,,,,,,,,1.41,,,,0.05607583053,,
Nc1cccc(N)c1.O=C(c1cc(C(=O)c2ccc3c(c2)C(=O)OC3=O)cc(-c2ccccc2)c1)c1ccc2c(c1)C(=O)OC2=O,Nc1cccc(N2C(=O)c3ccc(C(=O)c4cc(C(=O)c5ccc6c(c5)C(=O)OC6=O)cc(-c5ccccc5)c4)cc3C2=O)c1,Nc1cccc(N2C(=O)c3ccc(C(=O)c4cc(C(=O)c5ccc6c(c5)C(=O)N(c5cccc(N)c5)C6=O)cc(-c5ccccc5)c4)cc3C2=O)c1,Nc1cccc(N2C(=O)c3ccc(C(=O)c4cc(C(=O)c5ccc6c(c5)C(=O)N(c5cccc(N7C(=O)c8ccc(C(=O)c9cc(C(=O)c%10ccc%11c(c%10)C(=O)N(c%10cccc(N%12C(=O)c%13ccc(C(=O)c%14cc(C(=O)c%15ccc%16c(c%15)C(=O)OC%16=O)cc(-c%15ccccc%15)c%14)cc%13C%12=O)c%10)C%11=O)cc(-c%10ccccc%10)c9)cc8C7=O)c5)C6=O)cc(-c5ccccc5)c4)cc3C2=O)c1,Nc1cccc(N2C(=O)c3ccc(C(=O)c4cc(C(=O)c5ccc6c(c5)C(=O)N(c5cccc(N7C(=O)c8ccc(C(=O)c9cc(C(=O)c%10ccc%11c(c%10)C(=O)N(c%10cccc(N%12C(=O)c%13ccc(C(=O)c%14cc(C(=O)c%15ccc%16c(c%15)C(=O)N(c%15cccc(N%17C(=O)c%18ccc(C(=O)c%19cc(C(=O)c%20ccc%21c(c%20)C(=O)N(c%20cccc(N%22C(=O)c%23ccc(C(=O)c%24cc(C(=O)c%25ccc%26c(c%25)C(=O)N(c%25cccc(N%27C(=O)c%28ccc(C(=O)c%29cc(C(=O)c%30ccc%31c(c%30)C(=O)N(c%30cccc(N%32C(=O)c%33ccc(C(=O)c%34cc(C(=O)c%35ccc%36c(c%35)C(=O)N(c%35cccc(N%37C(=O)c%38ccc(C(=O)c%39cc(C(=O)c%40ccc%41c(c%40)C(=O)N(c%40cccc(N%42C(=O)c%43ccc(C(=O)c%44cc(C(=O)c%45ccc%46c(c%45)C(=O)OC%46=O)cc(-c%45ccccc%45)c%44)cc%43C%42=O)c%40)C%41=O)cc(-c%40ccccc%40)c%39)cc%38C%37=O)c%35)C%36=O)cc(-c%35ccccc%35)c%34)cc%33C%32=O)c%30)C%31=O)cc(-c%30ccccc%30)c%29)cc%28C%27=O)c%25)C%26=O)cc(-c%25ccccc%25)c%24)cc%23C%22=O)c%20)C%21=O)cc(-c%20ccccc%20)c%19)cc%18C%17=O)c%15)C%16=O)cc(-c%15ccccc%15)c%14)cc%13C%12=O)c%10)C%11=O)cc(-c%10ccccc%10)c9)cc8C7=O)c5)C6=O)cc(-c5ccccc5)c4)cc3C2=O)c1,2,imide,267,,,,,,,1451.5,,1.328,,,,,,
Nc1cccc(N)c1.CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1,CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)N(c2cccc(N)c2)C3=O)cc1,CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)N(c2cccc(N)c2)C3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)N(c2cccc(N)c2)C3=O)cc1,CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(Oc6ccc(C(C)(C)c7ccc(Oc8ccc9c(c8)C(=O)N(c8cccc(N%10C(=O)c%11ccc(Oc%12ccc(C(C)(C)c%13ccc(Oc%14ccc%15c(c%14)C(=O)N(c%14cccc(N)c%14)C%15=O)cc%13)cc%12)cc%11C%10=O)c8)C9=O)cc7)cc6)cc5C4=O)c2)C3=O)cc1,CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(Oc6ccc(C(C)(C)c7ccc(Oc8ccc9c(c8)C(=O)N(c8cccc(N%10C(=O)c%11ccc(Oc%12ccc(C(C)(C)c%13ccc(Oc%14ccc%15c(c%14)C(=O)N(c%14cccc(N%16C(=O)c%17ccc(Oc%18ccc(C(C)(C)c%19ccc(Oc%20ccc%21c(c%20)C(=O)N(c%20cccc(N%22C(=O)c%23ccc(Oc%24ccc(C(C)(C)c%25ccc(Oc%26ccc%27c(c%26)C(=O)N(c%26cccc(N%28C(=O)c%29ccc(Oc%30ccc(C(C)(C)c%31ccc(Oc%32ccc%33c(c%32)C(=O)N(c%32cccc(N%34C(=O)c%35ccc(Oc%36ccc(C(C)(C)c%37ccc(Oc%38ccc%39c(c%38)C(=O)N(c%38cccc(N%40C(=O)c%41ccc(Oc%42ccc(C(C)(C)c%43ccc(Oc%44ccc%45c(c%44)C(=O)N(c%44cccc(N%46C(=O)c%47ccc(Oc%48ccc(C(C)(C)c%49ccc(Oc%50ccc%51c(c%50)C(=O)N(c%50cccc(N)c%50)C%51=O)cc%49)cc%48)cc%47C%46=O)c%44)C%45=O)cc%43)cc%42)cc%41C%40=O)c%38)C%39=O)cc%37)cc%36)cc%35C%34=O)c%32)C%33=O)cc%31)cc%30)cc%29C%28=O)c%26)C%27=O)cc%25)cc%24)cc%23C%22=O)c%20)C%21=O)cc%19)cc%18)cc%17C%16=O)c%14)C%15=O)cc%13)cc%12)cc%11C%10=O)c8)C9=O)cc7)cc6)cc5C4=O)c2)C3=O)cc1,2,imide,220,,,,,,,,,1.28,,0.6720978579,,-0.4814860601,,
C=C(C)C(=O)OC(C)C,CC(C)OC(=O)C(C)CC(C)(C)C(=O)OC(C)C,CC(C)OC(=O)C(C)CCC(C)(C(=O)OC(C)C)C(C)(C)C(=O)OC(C)C,CC(C)OC(=O)C(C)CCC(C)(C(=O)OC(C)C)C(C)(CCC(C)(C(=O)OC(C)C)C(C)(CC(C)(C)C(=O)OC(C)C)C(=O)OC(C)C)C(=O)OC(C)C,CC(C)OC(=O)C(C)CCC(C)(C(=O)OC(C)C)C(C)(CC(C)(CCC(C)(C(=O)OC(C)C)C(C)(CC(C)(CC(C)(CCC(C)(C(=O)OC(C)C)C(C)(CCC(C)(C(=O)OC(C)C)C(C)(CCC(C)(CC(C)(CC(C)(CC(C)(CC(C)(C(=O)OC(C)C)C(C)(C)C(=O)OC(C)C)C(=O)OC(C)C)C(=O)OC(C)C)C(=O)OC(C)C)C(=O)OC(C)C)C(=O)OC(C)C)C(=O)OC(C)C)C(=O)OC(C)C)C(=O)OC(C)C)C(=O)OC(C)C)C(=O)OC(C)C)C(=O)OC(C)C,1,vinyl,80.425,,,,,,,,,1.05,,,,,,
O=C(Cl)Cl.CCCCC(CCCC)(c1ccc(O)cc1)c1ccc(O)cc1,CCCCC(CCCC)(c1ccc(O)cc1)c1ccc(OC(=O)Cl)cc1,CCCCC(CCCC)(c1ccc(OC(=O)Cl)cc1)c1ccc(OC(=O)Cl)cc1,CCCCC(CCCC)(c1ccc(O)cc1)c1ccc(OC(=O)Oc2ccc(C(CCCC)(CCCC)c3ccc(OC(=O)Oc4ccc(C(CCCC)(CCCC)c5ccc(OC(=O)Cl)cc5)cc4)cc3)cc2)cc1,CCCCC(CCCC)(c1ccc(O)cc1)c1ccc(OC(=O)Oc2ccc(C(CCCC)(CCCC)c3ccc(OC(=O)Oc4ccc(C(CCCC)(CCCC)c5ccc(OC(=O)Oc6ccc(C(CCCC)(CCCC)c7ccc(OC(=O)Oc8ccc(C(CCCC)(CCCC)c9ccc(OC(=O)Oc%10ccc(C(CCCC)(CCCC)c%11ccc(OC(=O)Oc%12ccc(C(CCCC)(CCCC)c%13ccc(OC(=O)Oc%14ccc(C(CCCC)(CCCC)c%15ccc(OC(=O)Oc%16ccc(C(CCCC)(CCCC)c%17ccc(OC(=O)Cl)cc%17)cc%16)cc%15)cc%14)cc%13)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,2,carbonate,113,,,,,,,,,1.098,,,,0.532754379,,
