,mechanism,rxn_name,smiles_expanded,smiles_expanded_monomer_1,smiles_expanded_monomer_2,IUPAC_monomer_1,IUPAC_monomer_2,smiles_monomer,silicon_present,sulfur_present,metal_present
83,urethane,polyurethane_isocyanate,[H]-[C](-[H])(-[H])-[C]1(-[C](-[H])(-[H])-[H])-[C](-[H])(-[H])-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[C](-[H])(-[H])-[H])(-[C](-[H])(-[H])-[N]=[C]=[O])-[C]-1(-[H])-[H].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],[H]-[C](-[H])(-[H])-[C]1(-[C](-[H])(-[H])-[H])-[C](-[H])(-[H])-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[C](-[H])(-[H])-[H])(-[C](-[H])(-[H])-[N]=[C]=[O])-[C]-1(-[H])-[H],[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],"5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane","propane-1,3-diol",OCCCO.CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,False,False,False
84,urethane,polyurethane_isocyanate,[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O],[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],"1,6-diisocyanatohexane","propane-1,3-diol",OCCCO.O=C=NCCCCCCN=C=O,False,False,False
85,urethane,polyurethane_isocyanate,[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O],[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],"1,10-diisocyanatodecane","decane-1,10-diol",OCCCCCCCCCCO.O=C=NCCCCCCCCCCN=C=O,False,False,False
86,urethane,polyurethane_isocyanate,[H]-[C]1=[C](-[N]=[C]=[O])-[C](-[H])=[C](-[H])-[C](-[C](-[H])(-[H])-[C]2=[C](-[H])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[H])=[C]-2-[H])=[C]-1-[H].[H]-[O]-[C](-[H])(-[H])-[C]1=[C](-[H])-[C](-[H])=[C](-[H])-[C](-[C](-[H])(-[H])-[O]-[H])=[N]-1,[H]-[C]1=[C](-[N]=[C]=[O])-[C](-[H])=[C](-[H])-[C](-[C](-[H])(-[H])-[C]2=[C](-[H])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[H])=[C]-2-[H])=[C]-1-[H],[H]-[O]-[C](-[H])(-[H])-[C]1=[C](-[H])-[C](-[H])=[C](-[H])-[C](-[C](-[H])(-[H])-[O]-[H])=[N]-1,1-isocyanato-4-[(4-isocyanatophenyl)methyl]benzene,[6-(hydroxymethyl)pyridin-2-yl]methanol,OCc1cccc(CO)n1.O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,False,False,False
87,urethane,polyurethane_isocyanate,[H]-[C](-[H])(-[N]=[C]=[O])-[C]1(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[C](-[H])(-[H])-[N]=[C]=[O])-[C]-1(-[H])-[H].[H]-[O]-[C](-[H])(-[H])-[C]1(-[H])-[C](-[H])(-[H])-[C]2(-[H])-[C]3(-[H])-[C](-[H])(-[H])-[C](-[H])(-[C](-[H])(-[H])-[O]-[H])-[C](-[H])(-[C]-3(-[H])-[H])-[C]-2(-[H])-[C]-1(-[H])-[H],[H]-[C](-[H])(-[N]=[C]=[O])-[C]1(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[C](-[H])(-[H])-[N]=[C]=[O])-[C]-1(-[H])-[H],[H]-[O]-[C](-[H])(-[H])-[C]1(-[H])-[C](-[H])(-[H])-[C]2(-[H])-[C]3(-[H])-[C](-[H])(-[H])-[C](-[H])(-[C](-[H])(-[H])-[O]-[H])-[C](-[H])(-[C]-3(-[H])-[H])-[C]-2(-[H])-[C]-1(-[H])-[H],"1,3-bis(isocyanatomethyl)cyclohexane","[8-(hydroxymethyl)-4-tricyclo[5.2.1.02,6]decanyl]methanol",O=C=NCC1CCCC(CN=C=O)C1.OCC1CC2C3CC(CO)C(C3)C2C1,False,False,False
88,urethane,polyurethane_isocyanate,[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O].[H]-[O]-[C](-[H])(-[H])-[C]1(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[C](-[H])(-[H])-[O]-[H])-[C](-[H])(-[H])-[C]-1(-[H])-[H],[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O],[H]-[O]-[C](-[H])(-[H])-[C]1(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[C](-[H])(-[H])-[O]-[H])-[C](-[H])(-[H])-[C]-1(-[H])-[H],"1,6-diisocyanatohexane",[4-(hydroxymethyl)cyclohexyl]methanol,OCC1CCC(CO)CC1.O=C=NCCCCCCN=C=O,False,False,False
90,urethane,polyurethane_isocyanate,[H]-[C]1(-[H])-[C](-[H])(-[H])-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C]-1(-[H])-[N]=[C]=[O].[H]-[O]-[C](-[H])(-[H])-[C]1(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[C](-[H])(-[H])-[O]-[H])-[C](-[H])(-[H])-[C]-1(-[H])-[H],[H]-[C]1(-[H])-[C](-[H])(-[H])-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C]-1(-[H])-[N]=[C]=[O],[H]-[O]-[C](-[H])(-[H])-[C]1(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[C](-[H])(-[H])-[O]-[H])-[C](-[H])(-[H])-[C]-1(-[H])-[H],"1,4-diisocyanatocyclohexane",[4-(hydroxymethyl)cyclohexyl]methanol,OCC1CCC(CO)CC1.O=C=NC1CCC(N=C=O)CC1,False,False,False
91,urethane,polyurethane_isocyanate,[H]-[C](-[H])(-[N]=[C]=[O])-[C]1(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[C](-[H])(-[H])-[N]=[C]=[O])-[C]-1(-[H])-[H].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],[H]-[C](-[H])(-[N]=[C]=[O])-[C]1(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[C](-[H])(-[H])-[N]=[C]=[O])-[C]-1(-[H])-[H],[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],"1,3-bis(isocyanatomethyl)cyclohexane","butane-1,4-diol",OCCCCO.O=C=NCC1CCCC(CN=C=O)C1,False,False,False
92,urethane,polyurethane_isocyanate,[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O],[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],"1,18-diisocyanatooctadecane","icosane-1,20-diol",OCCCCCCCCCCCCCCCCCCCCO.O=C=NCCCCCCCCCCCCCCCCCCN=C=O,False,False,False
93,urethane,polyurethane_isocyanate,[H]-[C]1=[C](-[H])-[C](-[H])=[C](-[C]2=[C](-[H])-[C](-[H])=[C](-[C]3=[C](-[H])-[C](-[C]4=[C](-[H])-[C](-[H])=[C](-[N]5-[C](=[O])-[C]6=[C](-[H])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[H])=[C]-6-[C]-5=[O])-[C](-[H])=[C]-4-[H])=[N]-[C](-[C]4=[C](-[H])-[C](-[H])=[C](-[N]5-[C](=[O])-[C]6=[C](-[H])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[H])=[C]-6-[C]-5=[O])-[C](-[H])=[C]-4-[H])=[C]-3-[H])-[C](-[H])=[C]-2-[H])-[C](-[H])=[C]-1-[H].[H]-[O]-[C]1=[C](-[H])-[C](-[H])=[C](-[H])-[C](-[O]-[H])=[C]-1-[H],[H]-[C]1=[C](-[H])-[C](-[H])=[C](-[C]2=[C](-[H])-[C](-[H])=[C](-[C]3=[C](-[H])-[C](-[C]4=[C](-[H])-[C](-[H])=[C](-[N]5-[C](=[O])-[C]6=[C](-[H])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[H])=[C]-6-[C]-5=[O])-[C](-[H])=[C]-4-[H])=[N]-[C](-[C]4=[C](-[H])-[C](-[H])=[C](-[N]5-[C](=[O])-[C]6=[C](-[H])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[H])=[C]-6-[C]-5=[O])-[C](-[H])=[C]-4-[H])=[C]-3-[H])-[C](-[H])=[C]-2-[H])-[C](-[H])=[C]-1-[H],[H]-[O]-[C]1=[C](-[H])-[C](-[H])=[C](-[H])-[C](-[O]-[H])=[C]-1-[H],"5-isocyanato-2-[4-[6-[4-(5-isocyanato-1,3-dioxoisoindol-2-yl)phenyl]-4-(4-phenylphenyl)pyridin-2-yl]phenyl]isoindole-1,3-dione","benzene-1,3-diol",Oc1cccc(O)c1.O=C=Nc1ccc2c(c1)C(=O)N(c1ccc(-c3cc(-c4ccc(-c5ccccc5)cc4)cc(-c4ccc(N5C(=O)c6ccc(N=C=O)cc6C5=O)cc4)n3)cc1)C2=O,False,False,False
94,urethane,polyurethane_isocyanate,[H]-[C](-[H])(-[H])-[C]1(-[C](-[H])(-[H])-[H])-[C](-[H])(-[H])-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[C](-[H])(-[H])-[H])(-[C](-[H])(-[H])-[N]=[C]=[O])-[C]-1(-[H])-[H].[H]-[O]-[C](-[H])(-[H])-[C]1(-[H])-[C](-[H])(-[H])-[C]2(-[H])-[C]3(-[H])-[C](-[H])(-[H])-[C](-[H])(-[C](-[H])(-[H])-[O]-[H])-[C](-[H])(-[C]-3(-[H])-[H])-[C]-2(-[H])-[C]-1(-[H])-[H],[H]-[C](-[H])(-[H])-[C]1(-[C](-[H])(-[H])-[H])-[C](-[H])(-[H])-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[C](-[H])(-[H])-[H])(-[C](-[H])(-[H])-[N]=[C]=[O])-[C]-1(-[H])-[H],[H]-[O]-[C](-[H])(-[H])-[C]1(-[H])-[C](-[H])(-[H])-[C]2(-[H])-[C]3(-[H])-[C](-[H])(-[H])-[C](-[H])(-[C](-[H])(-[H])-[O]-[H])-[C](-[H])(-[C]-3(-[H])-[H])-[C]-2(-[H])-[C]-1(-[H])-[H],"5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane","[8-(hydroxymethyl)-4-tricyclo[5.2.1.02,6]decanyl]methanol",OCC1CC2C3CC(CO)C(C3)C2C1.CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,False,False,False
95,urethane,polyurethane_isocyanate,[H]-[C]1=[C](-[N]=[C]=[O])-[C](-[H])=[C](-[H])-[C](-[C](-[H])(-[H])-[C]2=[C](-[H])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[H])=[C]-2-[H])=[C]-1-[H].[H]-[O]-[C]1=[C](-[H])-[C](-[H])=[C](-[N]=[C](-[H])-[C]2=[C](-[H])-[C](-[H])=[C](-[C](-[H])=[N]-[C]3=[C](-[H])-[C](-[H])=[C](-[O]-[H])-[C](-[H])=[C]-3-[H])-[C](-[H])=[C]-2-[H])-[C](-[H])=[C]-1-[H],[H]-[C]1=[C](-[N]=[C]=[O])-[C](-[H])=[C](-[H])-[C](-[C](-[H])(-[H])-[C]2=[C](-[H])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[H])=[C]-2-[H])=[C]-1-[H],[H]-[O]-[C]1=[C](-[H])-[C](-[H])=[C](-[N]=[C](-[H])-[C]2=[C](-[H])-[C](-[H])=[C](-[C](-[H])=[N]-[C]3=[C](-[H])-[C](-[H])=[C](-[O]-[H])-[C](-[H])=[C]-3-[H])-[C](-[H])=[C]-2-[H])-[C](-[H])=[C]-1-[H],1-isocyanato-4-[(4-isocyanatophenyl)methyl]benzene,4-[[4-[(4-hydroxyphenyl)iminomethyl]phenyl]methylideneamino]phenol,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1.Oc1ccc(N=Cc2ccc(C=Nc3ccc(O)cc3)cc2)cc1,False,False,False
97,urethane,polyurethane_isocyanate,[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O],[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],"1,6-diisocyanatohexane",2-(2-hydroxyethoxy)ethanol,OCCOCCO.O=C=NCCCCCCN=C=O,False,False,False
98,urethane,polyurethane_isocyanate,[H]-[C]1=[C](-[N]=[C]=[O])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[C](-[H])(-[H])-[H])=[C]-1-[H].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[C]1=[C](-[H])-[C](-[H])=[C](-[C]2=[C](-[H])-[C](-[H])=[C](-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H])-[C](-[H])=[C]-2-[H])-[C](-[H])=[C]-1-[H],[H]-[C]1=[C](-[N]=[C]=[O])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[C](-[H])(-[H])-[H])=[C]-1-[H],[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[C]1=[C](-[H])-[C](-[H])=[C](-[C]2=[C](-[H])-[C](-[H])=[C](-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H])-[C](-[H])=[C]-2-[H])-[C](-[H])=[C]-1-[H],"2,4-diisocyanato-1-methylbenzene",6-[4-[4-(6-hydroxyhexoxy)phenyl]phenoxy]hexan-1-ol,Cc1ccc(N=C=O)cc1N=C=O.OCCCCCCOc1ccc(-c2ccc(OCCCCCCO)cc2)cc1,False,False,False
101,urethane,polyurethane_isocyanate,[H]-[C](=[C](-[H])-[C](-[H])(-[H])-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],[H]-[C](=[C](-[H])-[C](-[H])(-[H])-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O],[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],"1,12-diisocyanatooctadec-9-ene","decane-1,10-diol",OCCCCCCCCCCO.CCCCCCC(CC=CCCCCCCCCN=C=O)N=C=O,False,False,False
102,urethane,polyurethane_isocyanate,[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O],[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],"1,6-diisocyanatohexane","decane-1,10-diol",O=C=NCCCCCCN=C=O.OCCCCCCCCCCO,False,False,False
103,urethane,polyurethane_isocyanate,[H]-[C]1=[C](-[N]=[C]=[O])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[C](-[H])(-[H])-[H])=[C]-1-[H].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[N](-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],[H]-[C]1=[C](-[N]=[C]=[O])-[C](-[H])=[C](-[N]=[C]=[O])-[C](-[C](-[H])(-[H])-[H])=[C]-1-[H],[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[N](-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],"2,4-diisocyanato-1-methylbenzene",2-[bis(2-hydroxyethyl)amino]ethanol,OCCN(CCO)CCO.Cc1ccc(N=C=O)cc1N=C=O,False,False,False
104,urethane,polyurethane_isocyanate,[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O],[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],"1,8-diisocyanatooctane","decane-1,10-diol",OCCCCCCCCCCO.O=C=NCCCCCCCCN=C=O,False,False,False
105,urethane,polyurethane_isocyanate,[H]-[C](-[H])(-[H])-[C]1(-[C](-[H])(-[H])-[H])-[C](-[H])(-[H])-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[C](-[H])(-[H])-[H])(-[C](-[H])(-[H])-[N]=[C]=[O])-[C]-1(-[H])-[H].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],[H]-[C](-[H])(-[H])-[C]1(-[C](-[H])(-[H])-[H])-[C](-[H])(-[H])-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[C](-[H])(-[H])-[H])(-[C](-[H])(-[H])-[N]=[C]=[O])-[C]-1(-[H])-[H],[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],"5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane","hexane-1,6-diol",OCCCCCCO.CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,False,False,False
106,urethane,polyurethane_isocyanate,[H]-[C]1(-[H])-[C](-[H])(-[H])-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C]-1(-[H])-[N]=[C]=[O].[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],[H]-[C]1(-[H])-[C](-[H])(-[H])-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C]-1(-[H])-[N]=[C]=[O],[H]-[O]-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[O]-[H],"1,4-diisocyanatocyclohexane","hexane-1,6-diol",OCCCCCCO.O=C=NC1CCC(N=C=O)CC1,False,False,False
107,urethane,polyurethane_isocyanate,[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O].[H]-[O]-[C]1(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[O]-[H])-[C](-[H])(-[H])-[C]-1(-[H])-[H],[H]-[C](-[H])(-[N]=[C]=[O])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[N]=[C]=[O],[H]-[O]-[C]1(-[H])-[C](-[H])(-[H])-[C](-[H])(-[H])-[C](-[H])(-[O]-[H])-[C](-[H])(-[H])-[C]-1(-[H])-[H],"1,6-diisocyanatohexane","cyclohexane-1,4-diol",OC1CCC(O)CC1.O=C=NCCCCCCN=C=O,False,False,False
